,Name,Country,Brand,Categories,Type,Tasting Notes,ABV,IBU,Calories Per Serving (12 OZ/0.35L),Carbs Per Serving (12 OZ/0.35L),Food Pairing,Suggested Serving Temperature,Rating,Rate Count,Price,Volume,Description
101,Pipeworks Something Hoppy This Way Comes,United States,Pipeworks Brewing Company,"ALE, Imperial  Double IPA, IPA",Craft Beer,,10%,,,,,50-55° F,5,1,$9.99 ,,"A storm is brewing and with it comes a wicked carnival of hops. The dark carnie leader’s skin is emlazoned with many a vine, including Columbus, Cascade, and Sorachi Ace. So whether you’re a Halloway or a Nightshade, you had better run, for with this carnival, Something Hoppy This Way Comes."
105,Pipeworks Down Unda IPA,United States,Pipeworks Brewing Company,"ALE, Imperial  Double IPA, IPA",Craft Beer,,10%,,,,,50-55° F,5,1,$10.99 ,,"This Imperial IPA brewed with tons of exciting Australian and New Zealand hops such as Summer, Waimea, and Wakatu, has juicy papaya and guava notes as well as a pleasant herbal aroma. Like a boomerang, we keep coming back for more of this one."
110,Pipeworks Cryo Citra Imperial IPA,United States,Pipeworks Brewing Company,"ALE, Imperial  Double IPA, IPA",Craft Beer,,10%,,,,,50-55° F,5,1,$9.99 ,,IIPA brewed with citra and cryo citra hops.
112,Pipeworks Unicorn’s Revenge IPA,United States,Pipeworks Brewing Company,"ALE, Imperial  Double IPA, IPA",Craft Beer,,10%,,,,,50-55° F,5,1,$9.99 ,,"This epic battle is exhausting The Unicorn. He's been at it fighting all sorts of creatures, spirits, beings from other worlds and other dimensions. If there's one thing The Unicorn hates, it's sadness. If there's another one thing The Unicorn hates, it's exhaustion. It is time The Unicorn made all others regret the day, they began this epic battle! With an intense and unexpected juicy and floral combination that can only come with generous amounts of New Zealand hops."
121,Pipeworks Mandarina,United States,Pipeworks Brewing Company,"ALE, Imperial  Double IPA, IPA",Craft Beer,,10%,,,,,50-55° F,5,1,$9.99 ,,
122,Pipeworks Reap Vs Unicorn,United States,Pipeworks Brewing Company,"ALE, Imperial  Double IPA, IPA",Craft Beer,,10%,,,,,50-55° F,5,1,$10.99 ,,
146,Pipeworks Logan Carre,United States,Pipeworks Brewing Company,"Rye Beer, Specialty Beer  Alternatives",Craft Beer,,10%,,,,,,5,1,$9.99 ,,
200,Evil Twin Yin,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,10%,,,,,45-50° F,5,1,$13.99 ,,This is one half of a Black and Tan drink. Not just any Black and Tan but the one where a toasted smug and hoppy fella get together to make a sublime beer balance. Mix the Yin & Yang together (or enjoy this profoundly evil Imperial Stout solo).
201,Evil Twin Christmas Eve At A New York City Hotel Room Stout,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,10%,,,,,45-50° F,5,1,$14.49 ,,"We are so much in love with good taste, all the beers from Evil Twin are prepared in 10 of the best breweries around the world. Exclusively hand picked to please you with delicate, funky, extreme and by all means rare flavors. Maybe not the easiest way, but certainly the most fun"
212,Yin Imperial Stout,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,10%,,,,,45-50° F,5,1,$4.52 ,,"Here is the one half of a 'Black and Tan' beer. Not any Black and Tan, but the one where a blown, viscous stew and a laid-back, hungry guy meet and perfect beer balance arises. Mix Yin with Yang, or enjoy this evil Imperial Stout solo. English Language Label: This is one half of a Black & Tan. Not just any Black & Tan, but one where a toasted smug and hoppy fella get together to make a sublime Taiji balance. Mix the Yin & Yang together (or enjoy this deeply evil Imperial Stout solo)."
225,Evil Twin Yang,United States,Evil Twin,"ALE, IPA",Craft Beer,,10%,,,,,45-50° F,5,1,$13.99 ,,This is one half of a Black and Tan drink. Not just any Black and Tan but the one where a toasted smug and hoppy fella get together and make a sublime beer balance. Mix the Yang & Yin together (or enjoy this flippant good Imperial IPA solo).
251,Evil Twin I Don’t Know How To Put This But This IPA Is Kind Of A Big Deal,United States,Evil Twin,"ALE, Imperial  Double IPA, IPA",Craft Beer,,10%,,,,,50-55° F,5,1,$18.99 ,,Double Dry Hopped Double IPA with Raw Wildflower honey
253,Evil Twin Breaking The Waves Imperial IPA,United States,Evil Twin,"ALE, Imperial  Double IPA, IPA",Craft Beer,,10%,,,,,50-55° F,5,1,$17.19 ,,A double dry-hopped imperial IPA brewed with lactose.
192,Evil Twin Irish-ish Coffee Stout,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,10.30%,,,,,45-50° F,5,1,$29.99 ,,"Imperial stout brewed with lactose, Demerara sugar, nutmeg, vanilla, medium toast oak spirals, and coffee"
188,Evil Twin Soft DK,United States,Evil Twin,"ALE, Stout",Craft Beer,,10.40%,,,,,45-50° F,5,1,$4.09 ,,"This stout looks like soft dookie and some will say it smells and tastes like it too. If you like a thick, creamy and utterly vanillalicious stout you’ll like this one. If you don’t, get yourself something else instead."
67,Pipeworks Imperial End Of Days,United States,Pipeworks Brewing Company,"ALE, Milk Stout, Stout",Craft Beer,,10.50%,,,,,45-50° F,5,1,$10.99 ,,"Heathens! Heed out prophesy! This imperialized milk stout brewed with cacao nibs and vanilla beans has a fiery finish form ancho chilies that will leave you en-raptured. With a fuller body, it’s perfect or judgement day or night. Don’t get left behind, armagedd-on it, and drink this apocalypse now."
68,Pipeworks Mint Truffle,United States,Pipeworks Brewing Company,"ALE, Imperial Stout, Stout",Craft Beer,,10.50%,,,,,45-50° F,5,1,$10.99 ,,"Begin alien transmission:""Foolish humans! You’re doomed! Doomed!Evene more doomed than we hoped! You can’t resiet the universally delicious combo of fresh mint and chocolate! Muhah! It’s time to ad-mint that there is no escape! Ok, now I’m getting charged for ’Roaming’ so I have to go. You hang up. No, what am I saying? I’m doing the fear-mongering here! I’ll hang up. Doom!"" End alien transmission."
70,Pipeworks Cinnamon Abduction,United States,Pipeworks Brewing Company,"ALE, Imperial Stout, Stout",Craft Beer,,10.50%,,,,,45-50° F,5,1,$10.99 ,,
74,Pipeworks Abduction Stout,United States,Pipeworks Brewing Company,"ALE, Imperial Stout, Stout",Craft Beer,,10.50%,,,,,45-50° F,5,1,$10.99 ,,"This was the very first Abduction - the first time the extraterrestrials got a taste of a rich, roasty, chocolatey Imperial Stout with subtle bittering hops. This specific batch is an overhaul of the original recipe. We've upped the roasty character, and brewed it bigger, and richer with a slight kiss of orange peel at the end of the boil. Be Warned: the little green men will be quick to beam this off of shelves to enjoy on their home planet."
77,Pipeworks Mocha Abduct,United States,Pipeworks Brewing Company,"ALE, Imperial Stout, Stout",Craft Beer,,10.50%,,,,,45-50° F,5,1,$10.99 ,,
78,Pipeworks Raspberry Truffle Abduction,United States,Pipeworks Brewing Company,"ALE, Imperial Stout, Stout",Craft Beer,,10.50%,,,,,45-50° F,5,1,$11.99 ,,
79,Pipeworks Coffee Break,United States,Pipeworks Brewing Company,"ALE, Imperial Stout, Stout",Craft Beer,,10.50%,,,,,45-50° F,5,1,$10.99 ,,
80,Pipeworks Pistachio Abduction,United States,Pipeworks Brewing Company,"ALE, Imperial Stout, Stout",Craft Beer,,10.50%,,,,,45-50° F,5,1,$10.99 ,,
81,Pipeworks Imperial Hyper,United States,Pipeworks Brewing Company,"ALE, Milk Stout, Stout",Craft Beer,,10.50%,,,,,45-50° F,5,1,$10.99 ,,
85,Pipeworks Hey Careful…,United States,Pipeworks Brewing Company,"ALE, Milk Stout, Stout",Craft Beer,,10.50%,,,,,45-50° F,5,1,$10.99 ,,
88,Pipeworks Vanilla Abduct,United States,Pipeworks Brewing Company,"ALE, Imperial Stout, Stout",Craft Beer,,10.50%,,,,,45-50° F,5,1,$10.99 ,,
89,Pipeworks Cherry Abduction,United States,Pipeworks Brewing Company,"ALE, Imperial Stout, Stout",Craft Beer,,10.50%,,,,,45-50° F,5,1,$11.99 ,,
113,Pipeworks Toasty Nut Abduction,United States,Pipeworks Brewing Company,"ALE, Imperial  Double IPA, IPA",Craft Beer,,10.50%,,,,,50-55° F,5,1,$10.99 ,,"Sometimes you feel like a nut, sometimes you want to drink a dark, rich, delicious coconut and almond flavored beer. (Let's be honest, for us it's both...all the time.) We took our base Abduction and added cacao nibs, vanilla bean, toasted coconut and almond. The result is a deeply complex brew that will linger with you long after you're done drinking it. Delicious now but also a prime candidate for a prolonged rest in your temperature controlled catacomb of choice."
194,Evil Twin Maple Bourbon Barrel-Aged Imperial Mexican Biscotti Toasted Coconut Cake Break,United States,Evil Twin,"ALE, Imperial Stout, Stout",,,10.50%,,,,,,5,1,$39.99 ,,
195,Evil Twin/ Westbrook Imperial Mexican Biscotti Cake Break,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,10.50%,,,,,45-50° F,5,1,$16.99 ,,"Imperial stout brewed with coffee, cinnamon, almonds, cocoa nibs, vanilla beans & habanero peppers"
236,Evil Twin It’s like I’m Having the Most Beautiful IPA and the Most Terrible Nightmare at Once,United States,Evil Twin,"ALE, Imperial  Double IPA, IPA",Craft Beer,,10.50%,,,,,50-55° F,5,1,$11.49 ,,"A 10.5% ABV Double Dry Hopped IPA with Galaxy, Simcoe and Citra hops."
283,Mikkeller Misty Elliot,United States,Mikkeller,"ALE, Belgian-Style Ale, Tripel",Craft Beer,,10.50%,,,,,45-50° F,5,1,$12.99 ,,
215,Evil Twin Some People Are Immune To Good Banana Stout,United States,Evil Twin,"ALE, Imperial Stout, Stout",,,10.70%,,,,,,5,1,$17.84 ,,Imperial stout with banana and maple syrup added
335,Mikkeller Beer Geek Brunch,Denmark,Mikkeller,"ALE, Imperial Stout, Stout",Craft Beer,,10.90%,,,,,45-50° F,5,1,$9.99 ,,"From the beer geek breakfast series – the beer that really put Mikkeller on the map – This imperial Oatmeal stout is brewed with one of the world’s most expensive coffees, made from droppings of weasel-like civet cats. The fussy Southeast Asian animal are picky and will eat nothing but the best and ripest coffee berries. Enzymes in their digestive system aid the process of breaking down the beans which brews a strong, fist-in-the-air flavored coffee.
Who would’ve thought drinking beer that started its journey travelling through the insides of a weasel, would taste this good?"
93,Pipeworks Close Encounter Black IPA,United States,Pipeworks Brewing Company,"ALE, Black IPA, IPA",Craft Beer,,11%,,,,,45-50° F,5,1,$11.19 ,,"Maybe no one believed you the last time you encountered the stellar contact between hop and roasty malt character,but succumb to a new stout trek.The imperial strikes back with a fuller body and U-F-Ohhhh so many hops. Set your phasers to stunning - because this is the most out of htis world hopped up stout on earth."
229,Evil Twin Thats The Kind Of IPA That Makes You Wish You Spoke A Little French,United States,Evil Twin,"ALE, Imperial  Double IPA, IPA",Craft Beer,,11%,,,,,50-55° F,5,1,$8.99 ,,
336,Mikkeller Traeblod Imperial Stout,United States,Mikkeller,"ALE, Imperial Stout, Stout",Craft Beer,,11%,,,,,45-50° F,5,1,$24.99 ,,"A massive Imperial Stout, blasted with an incredible amount of high-quality Vermont Maple Syrup and kissed with a moderate amount of dark roast coffee. A full serving of breakfast in a glass - decadent tree sap, roasted malt, and eggy french toast crust. Full-bodied and balanced, a unabashed symphony between sweet syrup and dark roasted coffee."
148,Evil Twin Even More Jesus,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,11.50%,,,,,45-50° F,5,2,$16.99 ,,"Few times in the history of craft beer it has happened that a highly praised beer rises beyond mortal stardom into a higher godly league. Usually the recipe to make such heavenly drops is thick fudge-like body, pitch black color, amazingly overwhelming aromas of chocolate, coffee, dark fruits and muscovado sugar, obviously only made in limited amounts and most crucial of all – it must taste rare!"
151,Evil Twin Lil B Porter,United States,Evil Twin,"ALE, Imperial Porter, Porter",Craft Beer,,11.50%,,,,,45-50° F,5,1,$13.99 ,,"Shall one compare thee to a fair beer, Not even this perfect porter before thou will do thee justice. Thou art more complex, brave and cunning. Thou have changed more than a brew will ever. Thou may be lil’, but thy mind is greater than words can speak and beer will ever taste."
152,Evil Twin Imperial Bisscotti Break Natale,United States,Evil Twin,"ALE, Imperial Porter, Porter",Craft Beer,,11.50%,,,,,45-50° F,5,1,$15.99 ,,Imperial Biscotti Break with sour cherries added.
154,Evil Twin Imperial Doughnut Break,United States,Evil Twin,"ALE, Imperial Porter, Porter",Craft Beer,,11.50%,,,,,45-50° F,5,1,$8.99 ,,Brewed for Brewvival 2013 and later bottles. Imperial Biscotti Break dry-doughnuted!!
155,Evil Twin Imperial Wedding Cake Break Porter,United States,Evil Twin,"ALE, Imperial Porter, Porter",,,11.50%,,,,,45-50° F,5,1,$8.99 ,,"Imperial Porter brewed with coffee, almond and Wedding Cake"
158,Evil Twin Double Barrel Imperial Biscotti Break,United States,Evil Twin,"ALE, Imperial Porter, Porter",Craft Beer,,11.50%,,,,,45-50° F,5,1,$47.02 ,,"Imperial Porter first aged in bourbon maple barrels, then in marsala wine barrels. NOTE: this is not the same beer as 'Imperial Biscotti Break Double Maple Barrel-Aged'"
159,Evil Twin Imperial Donut Break,United States,Evil Twin,"ALE, Imperial Porter, Porter",Craft Beer,,11.50%,,,,,45-50° F,5,1,$18.99 ,,Did the flavors of sugar and bitter sweet almonds and coffee in Imperial Biscotti Break also make you sentimental? Now we topped it off with insane amounts of doughnuts. This all time American favorite is making it’s way back into the spotlight and we at Evil Twin Brewing are not letting a tasty trend pass us by without taking it to the next level. Drink it with great gusto - Forza Doughnuts.
187,Evil Twin Imperial Biscotti Break,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,11.50%,,,,,45-50° F,5,1,$16.99 ,,"The Roman Empire had a certain ""je ne sais quoi"" - festive food culture, extravagant architecture, and spectacular live entertainment. Some might argue the Emperors were brutal, mad, and hungry for power, and the people vain when taking baths and working out all day. Listen - that's still all part of the secret Imperial ingredient - keep it cool, clean, confident, arrogant, and flamboyant. Forza Imperiale."
205,Evil Twin Imperial Biscotti Bourbon Maple Syrup Barrel Aged,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,11.50%,,,,,45-50° F,5,1,$26.99 ,,Imperial porter aged in bourbon-flavored maple syrup barrels
208,Evil Twin Imperial Biscotti Chili Hazelnut Break,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,11.50%,,,,,45-50° F,5,1,$15.99 ,,Imperial Biscotti Chili Hazelnut Break is an 11.5 percent ABV imperial stout brewed with both coffee and chili along with hazelnut and vanilla extracts.
209,Evil Twin Imperial Biscotti Break Raspberry Umami,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,11.50%,,,,,45-50° F,5,1,$23.00 ,,"Imperial stout with coffee and raspberries, aged in oak barrels."
287,Mikkeller Santa’s Little Helper Aged in Cognac Barrels,Denmark,Mikkeller,"ALE, Belgian Strong Ale, Belgian-Style Ale",Craft Beer,,11.60%,,,,,50-55° F,5,1,$15.49 ,,
190,Evil Twin I Love You WIth My Stout,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,12%,,,,,45-50° F,5,1,$14.59 ,,"“When I copied the famous Even More Jesus, I had to ask myself as an artist, why am I doing this? I didn’t honestly know. It was just an instinct about beer as pure form… in a sense this stout is like a metaphor for freedom - the sum of all the beauty that surrounds me and my perfect contemporary existence.”  - Jeppe Jarnit-Bjergsø, Brewer and founder of Evil Twin Brewing"
191,Evil Twin Michigan Maple Jesus,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,12%,,,,,45-50° F,5,1,$24.79 ,,
193,Evil Twin From Amager With Love,United States,Evil Twin,,Craft Beer,,12%,,,,,45-50° F,5,1,$16.95 ,,"Amager is an island south of picturesque Copenhagen, mostly notable as the home of the airport, the place you go to get high and the common colloquial name for Amager is Lorteøen. But Amager has much more to offer than you might think. Like these two dedicated brewers from Amager Bryghus, who traveled all the way from Amager to the states to brew a pitch-black and troublesome Imperial Stout infused with the cutest blueberries. It might look shitty, but once you let it sink in you can feel the love within."
196,Evil Twin Harlan’s Even More Jesus,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,12%,,,,,45-50° F,5,1,$38.00 ,,"The newest entrant in the Even More Jesus series is an Imperial Stout aged in wine barrels that held Harlan Estate wine, a winery whose bottle's regularly sell for $1,000 each.  Here is the description of the beer from Evil Twin: ""A few times in the history of craft beer it has happened that a highly praised beer rises beyond mortal stardom into a higher godly league. Usually the recipe to make such heavenly drops is thick fudge-like body, pitch black color, amazingly overwhelming aromas of chocolate, coffee, dark fruits and muscovado sugar, obviously only made in limited amounts and most crucial of all - it must taste rare!"".  A very tongue in cheek description, but the base stout is decadent and 12% abv."
197,Evil Twin Black As Midnight On A Moonless Night,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,12%,,,,,45-50° F,5,1,$8.99 ,,"Brewed with lactose and with coffee, passionfruit, and mango added"
202,Evil Twin Aun Mas Todo Jesus,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,12%,,,,,45-50° F,5,1,$7.99 ,,"Imperial Sout brewed with cinnamon, cocoa nibs, chili peppers, and coffee beans."
204,Evil Twin You’re In The Jungle Baby! Imperial Stout,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,12%,,,,,45-50° F,5,1,$19.99 ,,"Imperial stout with Pasilla chili, honey, tangerine peel and cocoa nibs added."
206,Evil Twin Even More JCS Imperial Stout,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,12%,,,,,45-50° F,5,1,$9.95 ,,Imperial stout brewed with lactose and with vanilla and coffee added
207,Evil Twin Even More Coco Jesus Imperial Stout,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,12%,,,,,45-50° F,5,1,$15.99 ,,Imperial Stout with maple syrup & coconut added.
210,Evil Twin Even More Pecan Pie Jesus,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,12%,,,,,45-50° F,5,1,$16.99 ,,Imperial stout brewed with molasses and pecan extract.
214,Evil Twin The Stout That You Like Is Going To Come Back In Style,United States,Evil Twin,"ALE, Stout",Craft Beer,,12%,,,,,45-50° F,5,1,$8.52 ,,"Imperial Stout with Chili, Vanilla, Cinnamon, and Cocoa Nibs added"
247,Evil Twin Molotov Surprise IPA,United States,Evil Twin,"ALE, IPA",Craft Beer,,12%,,,,,45-50° F,5,1,$12.82 ,,Bottom of the can gives you the batch info.
163,Evil Twin Grand Cru,United States,Evil Twin,"ALE, Belgian Strong Ale, Belgian-Style Ale",,,12.50%,,,,,50-55° F,5,1,$7.99 ,,Maple bourbon barrel aged stout and barleywine style ale blend
211,Evil Twin OFYMD Imperial Stout,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,12.80%,,,,,45-50° F,5,1,$9.49 ,,Pastry meets tiki - A pina colada style stout featuring pineapple and toasted coconut. Collaboration with Evil Twin
73,Pipeworks Barrel Age Jones Dog,United States,Pipeworks Brewing Company,"ALE, Milk Stout, Stout",Craft Beer,,13%,,,,,45-50° F,5,1,$9.00 ,,"Bottle: Dark caramel-brown & mahogany color. Basically opaque, small khaki film on top. Very, very, very boozy & very, very, very sweet on the nose. Lots of bourbon, oak, wood, vanilla, caramel crèmes, anise, brandy, toffee, butterscotch. Just smelling it is giving me a cavity. Translates to the flavor - very hot & very sweet. Borderline cloying with heavy dark fruits covered in caramel, anise, toffee, vanilla, & sticky sweet toasted malt sugars. Brown sugar lathered figs with a heavy bourbon & brandy booze aspect that burns the throat near the finish. Hot. This isn’t bad, but it needs some time to settle down. Too hot & sweet at the moment."
156,Evil Twin Imperial Doughnut Maple Syrup Bourbon Barrel Aged,United States,Evil Twin,"ALE, Imperial Porter, Porter",Craft Beer,,13%,,,,,45-50° F,5,1,$25.74 ,,"Imperial porter aged in Maple Syrup Bourbon Barrels with doughnuts, almonds, coffee, vanilla added."
199,Evil Twin Parlez Vous Francais Stout,United States,Evil Twin,"ALE, Imperial Stout, Stout",,,13%,,,,,45-50° F,5,1,$12.99 ,,"Imperial Stout brewed with maple syrup and cinnamon. Notes of coffee, chocolate, dark fruit, maple syrup and cinnamon. Full bodied. Creamy mouthfeel."
216,Evil Twin Bible Belt Imperial Stout,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,13%,,,,,45-50° F,5,1,$34.99 ,,"The latest edition of Bible Belt is made at Evil Twin. Even More Jesus aged on coffee, vanilla, chilies, and cacao nibs."
223,Evil Twin Molotov Cocktail,United States,Evil Twin,"ALE, IPA",Craft Beer,"Strong, Syrupy, Fruity, Sweet",13%,,,,"Turkey, Dessert - Fruit",45-50° F,5,1,$11.99 ,,"Did you like Before During and after Christmas? Maybe thought it pored brilliantly, the alcohol was admirable well hidden and you loved how the arrogant amount of hops numbed you. This beer will knock your tongue off, essentially due to the obscure amount of hops that went down this explosive fella – it’s a tour de force in hoppyness and by far the craziest beer ever made from Evil Twin – but not the last."
213,Evil Twin Double Barrel Bible Belt,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,14%,,,,,45-50° F,5,1,$25.99 ,,"Collab with Prairie Artisan Ales. Double Barrel Aged Imperial Stout aged on caco nibs, chili peppers, vanilla beans & coffee."
243,Evil Twin Molotov Cocktail Heavy,United States,Evil Twin,"ALE, Imperial  Double IPA, IPA",Craft Beer,,18%,,,,,50-55° F,5,1,$18.99 ,,"Despite the crudeness it is tricky to make an effective Molotov cocktail. Despite the unruly nature of the rebel it is very tricky to resist accepted conventions. Molotov Heavy is a tour de force in rebellious hoppiness, it’s a heavy spark for action and by far one of the most anti-authoritative beers ever made by Evil Twin Brewing."
282,Mikkeller Monk’s Brew Elixer,Denmark,Mikkeller,"ALE, Belgian-Style Ale, Quadrupel",Craft Beer,,8%,,,,,50-55° F,5,1,$12.49 ,,
288,Mikkeller Nelson Sauvin Brut Dry Hopped,Denmark,Mikkeller,"ALE, Belgian Strong Ale, Belgian-Style Ale",Craft Beer,,8%,,,,,50-55° F,5,1,$26.99 ,,
290,"Mikkeller Peter, Pale & Mary",Denmark,Mikkeller,"ALE, American Pale Ale, Pale Ale",Craft Beer,,8%,,,,,45-50° F,5,1,$5.49 ,,
